Source	Target	num_triplets	ENVs	MutualInformation	ConditionalMutualInformation	InteractionInformation	II_p_value	DataProcessingInequality_MI_rank	DataProcessingInequality_indirect	DPI_num_MI_rank1	DPI_num_MI_rank2	DPI_num_MI_rank3	COMBI_II_DPI	portion_nan_Source_Target	portion_nan_Source_Target_ENV
ASV_759_16S_022_3	ASV_886_16S_022_3	1	ENV_PO4	0.645751	0.079677	-0.566073	0.047952	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_362_16S_022_3	ASV_890_16S_022_3	1	ENV_PO4	0.779629	0.581762	-0.197867	0.416583	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_318_16S_022_3	ASV_896_16S_022_3	1	ENV_PO4	0.496044	0.108783	-0.387261	0.237762	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_498_16S_022_3	ASV_911_16S_022_3	1	ENV_PO4	0.979625	0.698963	-0.280662	0.489510	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_922_16S_022_3	ASV_923_16S_022_3	1	ENV_PO4	0.342150	0.093960	-0.248190	0.048951	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_879_16S_022_3	ASV_925_16S_022_3	1	ENV_PO4	0.425925	0.038808	-0.387118	0.381618	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_766_16S_022_3	ASV_941_16S_022_3	1	ENV_PO4	0.543412	0.000000	-0.543412	0.071928	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_318_16S_022_3	ASV_958_16S_022_3	1	ENV_PO4	0.496044	0.108783	-0.387261	0.415584	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_934_16S_022_3	ASV_958_16S_022_3	1	ENV_PO4	0.556317	0.169057	-0.387261	0.572428	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_395_16S_022_3	ASV_963_16S_022_3	1	ENV_PO4	0.682610	0.162701	-0.519909	0.189810	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
ASV_894_16S_022_3	ASV_967_16S_022_3	1	ENV_PO4	0.551820	0.199685	-0.352135	0.227772	3.000000	1.000000	0	0	1	1.000000	0.000000	0.000000
